building_id,building_name,building_type,city,state,climate_zone,year_built,floor_area_sqft,number_of_floors,occupancy_count,energy_use_kwh,water_use_gallons,electricity_cost,gas_cost,maintenance_cost,carbon_emissions_kg,hvac_age,insulation_quality,window_type,energy_star_score,last_retrofit_year,renewable_energy_pct,estimated_retrofit_cost
B0472,Phoenix School 51,School,Phoenix,AZ,Hot-Dry,1954,81937,8,296,1796737,1866384,151732.8,34053.38,202624.28,574956,19,Good,Single Pane,36,2021,0.0,1223593.77
B0473,Denver Government 31,Government,Denver,CO,Cold-Dry,1992,26378,7,139,610659,479823,70971.55,12786.13,47061.46,195411,7,Fair,Double Pane,60,1997,0.0,142855.97
B0474,Seattle Government 19,Government,Seattle,WA,Marine-Mild,1951,84467,9,338,2720017,2082020,284860.28,45827.7,255027.33,626282,1,Poor,Double Pane,57,1951,28.0,675449.79
B0475,Seattle Office 47,Office,Seattle,WA,Marine-Mild,1944,215561,13,566,4393753,3061775,552602.72,103732.73,644478.26,1406001,11,Excellent,Double Pane,87,2000,0.0,1256036.41
B0476,Phoenix School 51,School,Phoenix,AZ,Hot-Dry,1968,35886,4,230,864155,864247,91852.45,17549.72,69872.15,267014,12,Poor,Double Pane,47,2008,3.4,303400.69
B0477,Phoenix Retail 48,Retail,Phoenix,AZ,Hot-Dry,1986,74134,9,209,2726918,1348922,309011.97,50425.0,165703.48,872613,14,Poor,Double Pane,48,1999,0.0,830493.73
B0478,Atlanta Lab 32,Lab,Atlanta,GA,Mixed-Humid,1993,113948,11,675,8882369,1160136,848632.19,141981.12,231268.28,2842358,22,Fair,Double Pane,40,1993,0.0,1005894.74
B0479,Los Angeles Hospital 10,Hospital,Los Angeles,CA,Marine-Mild,2001,176995,12,512,11849004,3537842,1088896.58,269410.7,316593.96,3791681,6,Fair,Single Pane,57,2018,0.0,1415309.24
B0480,New York Retail 20,Retail,New York,NY,Cold-Humid,1999,60042,11,327,1880081,1222156,168261.33,35943.63,203498.13,601626,13,Poor,Double Pane,44,2020,0.0,647677.69
B0481,Phoenix Hospital 82,Hospital,Phoenix,AZ,Hot-Dry,1957,333937,17,1079,19637413,3555985,2418872.22,355567.15,827772.34,6283972,1,Good,Double Pane,81,1991,0.0,1483780.48
B0482,New York Residential 25,Residential,New York,NY,Cold-Humid,1986,44650,9,116,812851,482430,94069.78,14146.58,149079.84,260112,1,Good,Double Pane,79,2016,0.0,195139.03
B0483,Denver Mixed Use 23,Mixed Use,Denver,CO,Cold-Dry,2017,244335,16,978,4387081,3372029,461036.33,66596.36,621892.03,1352102,15,Good,Triple Pane,79,2020,3.7,1228531.44
B0484,Phoenix Lab 72,Lab,Phoenix,AZ,Hot-Dry,1941,159032,10,760,12935173,2324535,1409125.83,195859.52,464308.78,4096107,19,Fair,Double Pane,54,2024,1.0,1458893.5
B0485,Los Angeles Retail 13,Retail,Los Angeles,CA,Marine-Mild,1954,57259,7,183,1012298,948149,85548.62,17454.64,158575.56,323935,18,Excellent,Triple Pane,79,2021,0.0,469528.9
B0486,Seattle Retail 73,Retail,Seattle,WA,Marine-Mild,2001,71751,10,196,2751745,1192346,299461.48,53752.49,267597.18,790400,24,Poor,Double Pane,39,2008,10.2,1191466.03
B0487,Atlanta Lab 79,Lab,Atlanta,GA,Mixed-Humid,1965,159096,13,658,12754528,3791585,1181342.6,273070.56,262003.73,4081449,14,Good,Double Pane,56,2013,0.0,794303.84
B0488,Chicago Residential 39,Residential,Chicago,IL,Cold-Humid,1967,62114,7,213,1030827,826907,99401.59,22114.79,205649.54,329864,9,Good,Triple Pane,73,1967,0.0,339093.57
B0489,Chicago Mixed Use 37,Mixed Use,Chicago,IL,Cold-Humid,2005,291609,17,868,6021081,3012347,538044.88,131187.82,463535.59,1926746,10,Excellent,Double Pane,87,2014,0.0,1719231.54
B0490,Denver Residential 86,Residential,Denver,CO,Cold-Dry,2006,14135,4,46,238656,368672,28298.86,3801.18,17076.72,76370,15,Fair,Triple Pane,81,2006,0.0,59610.33
B0491,Denver Lab 54,Lab,Denver,CO,Cold-Dry,1989,119183,15,596,17872791,2329400,1766740.22,396318.35,241705.57,5719293,2,Poor,Double Pane,77,1989,0.0,1268834.32
B0492,New York Office 36,Office,New York,NY,Cold-Humid,1972,73826,8,256,1763178,826799,220389.05,41633.79,173672.63,519242,12,Poor,Double Pane,36,2010,8.0,793974.53
B0493,Denver Government 93,Government,Denver,CO,Cold-Dry,1988,128967,15,496,3116887,3490061,325318.94,72171.47,204190.0,997403,23,Fair,Double Pane,42,2011,0.0,1256378.73
B0494,Houston Retail 46,Retail,Houston,TX,Hot-Humid,2010,21285,5,63,708478,482385,77303.66,13750.88,60107.84,226713,23,Fair,Single Pane,35,2015,0.0,283369.1
B0495,Chicago Retail 17,Retail,Chicago,IL,Cold-Humid,2012,12560,4,42,315165,346156,34631.48,7382.86,21868.04,100853,1,Fair,Double Pane,68,2012,0.0,69582.21
B0496,Houston Retail 74,Retail,Houston,TX,Hot-Humid,1949,12479,2,43,519687,306714,53698.64,12022.4,32006.5,166300,19,Poor,Double Pane,30,2012,0.0,177154.61
B0497,Phoenix Mixed Use 98,Mixed Use,Phoenix,AZ,Hot-Dry,1994,251724,13,1395,7390570,7004658,680459.12,116628.6,386499.76,2364982,15,Fair,Triple Pane,70,2016,0.0,1325593.14
B0498,Chicago Government 89,Government,Chicago,IL,Cold-Humid,1979,25515,4,81,678753,359404,63323.37,11167.36,86807.93,217201,12,Good,Double Pane,62,1991,0.0,121595.52
B0499,Houston School 90,School,Houston,TX,Hot-Humid,1976,42877,7,142,840378,785713,90218.14,14760.16,121129.69,268921,12,Fair,Double Pane,76,2004,0.0,228873.46
B0500,Denver Mixed Use 36,Mixed Use,Denver,CO,Cold-Dry,2017,195400,20,609,3997163,4225985,408756.56,67179.92,458082.47,1176805,16,Poor,Triple Pane,54,2017,8.0,2975211.0
B0501,Denver Mixed Use 16,Mixed Use,Denver,CO,Cold-Dry,1932,205254,14,767,5060214,5335881,476113.27,88664.82,670875.32,1619268,23,Good,Double Pane,56,2004,0.0,1830140.41
B0502,Los Angeles Mixed Use 61,Mixed Use,Los Angeles,CA,Marine-Mild,2001,147230,16,412,3765130,3787655,389303.38,57195.08,358742.62,1204841,10,Good,Double Pane,63,2001,0.0,842264.59
B0503,Denver Government 47,Government,Denver,CO,Cold-Dry,1994,156090,13,488,3875029,2407229,328524.92,89117.1,564441.68,1240009,12,Good,Double Pane,58,2006,0.0,862445.17
B0504,Los Angeles Hospital 60,Hospital,Los Angeles,CA,Marine-Mild,1958,182832,12,962,19508739,2918336,1735956.65,392778.92,592112.52,6242796,5,Poor,Double Pane,52,1958,0.0,1608412.36
B0505,Chicago Office 12,Office,Chicago,IL,Cold-Humid,1950,182237,16,494,4256896,3754884,473375.83,81160.6,258411.86,1362206,21,Good,Double Pane,35,2012,0.0,1763379.65
B0506,Phoenix Office 53,Office,Phoenix,AZ,Hot-Dry,1959,83151,9,250,2890719,1314119,355263.63,63992.07,243823.87,675353,13,Poor,Triple Pane,44,1994,27.0,690170.54
B0507,Atlanta Government 25,Government,Atlanta,GA,Mixed-Humid,1988,30540,5,79,673488,843719,59080.17,15692.34,86175.63,215516,20,Fair,Double Pane,33,1991,0.0,288354.16
B0508,Atlanta Residential 90,Residential,Atlanta,GA,Mixed-Humid,1995,91898,7,290,827484,2006705,100200.88,16709.7,306421.48,264794,24,Excellent,Double Pane,53,1995,0.0,935221.01
B0509,Denver Residential 20,Residential,Denver,CO,Cold-Dry,2002,16368,3,89,307324,246545,38121.84,4757.97,42286.55,98343,24,Excellent,Single Pane,49,2008,0.0,189249.61
B0510,Phoenix Government 58,Government,Phoenix,AZ,Hot-Dry,1952,161180,14,630,3821643,2453427,419481.56,69493.62,209314.73,857536,19,Good,Double Pane,56,1952,29.9,1933049.42
B0511,Seattle Residential 67,Residential,Seattle,WA,Marine-Mild,1979,59065,6,318,857660,1323418,75893.64,19203.02,81988.49,274451,17,Fair,Triple Pane,50,2022,0.0,561578.2
B0512,Seattle Lab 28,Lab,Seattle,WA,Marine-Mild,2014,45073,6,122,4617376,746880,563264.11,90173.0,170986.04,1477560,1,Fair,Double Pane,97,2018,0.0,196373.89
B0513,Chicago Retail 26,Retail,Chicago,IL,Cold-Humid,2005,23225,4,73,508902,440079,60046.62,9788.66,79046.32,162848,11,Good,Single Pane,56,2005,0.0,178365.19
B0514,New York Mixed Use 47,Mixed Use,New York,NY,Cold-Humid,1954,165712,13,873,4701752,2116396,551685.45,103752.75,323226.62,1504560,5,Fair,Double Pane,54,1954,0.0,936495.33
B0515,Houston School 15,School,Houston,TX,Hot-Humid,1946,55193,10,210,717239,1189517,74464.84,16619.18,107438.47,229516,15,Good,Double Pane,54,2001,0.0,271102.08
B0516,Los Angeles Government 15,Government,Los Angeles,CA,Marine-Mild,2015,167208,10,771,4031093,4538834,479977.19,93223.52,400264.81,1289950,18,Fair,Triple Pane,65,2019,0.0,1585345.98
B0517,Phoenix Office 23,Office,Phoenix,AZ,Hot-Dry,1931,58689,8,380,2038931,1474852,229728.58,34407.47,209337.82,652457,13,Poor,Single Pane,33,2015,0.0,733239.93
B0518,Los Angeles Mixed Use 16,Mixed Use,Los Angeles,CA,Marine-Mild,1997,125967,14,596,2513127,1818535,212053.3,43022.84,351653.53,731619,2,Excellent,Double Pane,82,1997,9.0,652538.39
B0519,Houston Mixed Use 63,Mixed Use,Houston,TX,Hot-Humid,1995,192373,12,838,5281211,3055959,541771.11,109968.13,541092.33,1689987,20,Good,Double Pane,46,2008,0.0,2108251.39
B0520,Los Angeles School 47,School,Los Angeles,CA,Marine-Mild,1937,113832,10,626,1310904,2314330,157106.87,24361.05,372098.3,419489,20,Good,Triple Pane,58,2021,0.0,912101.35
B0521,Seattle School 21,School,Seattle,WA,Marine-Mild,1983,74078,9,221,982496,1276673,106286.66,19896.02,187099.83,240679,19,Excellent,Triple Pane,70,2022,23.4,684410.96
B0522,Atlanta Mixed Use 67,Mixed Use,Atlanta,GA,Mixed-Humid,2012,120320,17,429,2680281,1946966,276909.9,44835.55,229331.89,857690,24,Fair,Double Pane,42,2019,0.0,1276746.02
B0523,New York Residential 53,Residential,New York,NY,Cold-Humid,2017,27832,4,103,553851,591854,56040.92,9573.98,84066.26,177232,14,Poor,Triple Pane,50,2021,0.0,275992.14
B0524,Chicago School 18,School,Chicago,IL,Cold-Humid,1988,20953,4,55,469872,411893,54307.34,7640.41,46365.38,150359,10,Good,Double Pane,65,1997,0.0,122745.87
B0525,Los Angeles Residential 77,Residential,Los Angeles,CA,Marine-Mild,1930,137572,9,775,2172419,2904315,219450.44,38537.22,468251.0,695174,14,Fair,Double Pane,58,1990,0.0,806750.37
B0526,New York Government 59,Government,New York,NY,Cold-Humid,2008,153900,15,572,4232951,3421055,522096.01,94998.19,412416.31,1354544,23,Good,Triple Pane,51,2008,0.0,1806513.95
B0527,Phoenix Residential 19,Residential,Phoenix,AZ,Hot-Dry,1994,85731,11,308,1184843,1980280,103186.97,20147.95,200312.46,379149,18,Fair,Single Pane,35,2007,0.0,1144588.29
B0528,Los Angeles Mixed Use 22,Mixed Use,Los Angeles,CA,Marine-Mild,1951,107025,11,321,2842943,2467720,246968.3,67081.77,374066.22,909741,11,Poor,Double Pane,27,2000,0.0,1207013.79
B0529,Houston Residential 45,Residential,Houston,TX,Hot-Humid,1968,114237,14,596,1776406,1732955,219363.81,38829.84,148239.16,568450,24,Good,Double Pane,39,1993,0.0,1003193.96
B0530,Chicago Government 74,Government,Chicago,IL,Cold-Humid,1938,82667,7,207,2457912,1649284,209047.02,50227.2,270834.15,786531,7,Good,Double Pane,69,1938,0.0,410374.45
B0531,Phoenix Mixed Use 22,Mixed Use,Phoenix,AZ,Hot-Dry,1944,161330,16,468,2710396,2851667,296680.4,54261.83,258224.3,867327,6,Good,Triple Pane,76,2008,0.0,704254.37
B0532,Seattle Lab 94,Lab,Seattle,WA,Marine-Mild,1965,99781,15,305,9356624,2070683,971623.76,199154.06,172213.05,2992028,6,Good,Double Pane,76,2018,0.1,459183.72
B0533,Seattle Mixed Use 43,Mixed Use,Seattle,WA,Marine-Mild,1974,74319,9,195,2564778,1196599,303700.61,41488.59,155050.17,820729,17,Fair,Single Pane,37,1974,0.0,907676.87
B0534,Phoenix Lab 79,Lab,Phoenix,AZ,Hot-Dry,1976,131873,11,340,15469739,3162134,1508177.68,281664.39,245545.45,4950316,15,Poor,Double Pane,52,1976,0.0,1320673.45
B0535,Houston Government 13,Government,Houston,TX,Hot-Humid,1934,144556,15,371,3109372,1762023,308644.08,53788.59,536687.88,994999,4,Poor,Triple Pane,65,2015,0.0,1587476.12
B0536,Denver Retail 10,Retail,Denver,CO,Cold-Dry,2000,62897,12,224,2175108,1435004,227769.14,49409.65,148950.73,696034,14,Good,Double Pane,67,2000,0.0,264750.81
B0537,Denver Lab 31,Lab,Denver,CO,Cold-Dry,2013,41508,5,176,3383452,464273,372623.09,68572.38,148041.45,1082704,3,Excellent,Single Pane,77,2013,0.0,325386.25
B0538,Phoenix Residential 27,Residential,Phoenix,AZ,Hot-Dry,1937,66714,6,270,1456417,763080,174668.78,23050.82,142637.86,466053,15,Poor,Double Pane,55,2008,0.0,545785.3
B0539,Atlanta Office 66,Office,Atlanta,GA,Mixed-Humid,2000,133762,16,421,2964931,1771052,303049.99,66005.59,248820.54,948778,13,Fair,Single Pane,54,2020,0.0,1085340.49
B0540,Seattle School 24,School,Seattle,WA,Marine-Mild,1993,66993,8,224,1050450,1365812,126751.4,23921.5,116776.24,336144,8,Fair,Triple Pane,77,1993,0.0,325998.68
B0541,Denver Government 45,Government,Denver,CO,Cold-Dry,1931,25374,5,83,485348,290665,58604.43,11031.36,76787.56,155311,16,Fair,Double Pane,59,2001,0.0,289563.63
B0542,Chicago School 84,School,Chicago,IL,Cold-Humid,2008,56452,6,294,1582378,815116,177339.02,34276.45,205347.96,506361,4,Poor,Double Pane,50,2018,0.0,527268.08
B0543,Phoenix School 73,School,Phoenix,AZ,Hot-Dry,1956,41544,5,166,795842,1040364,92089.67,17330.66,146066.15,254669,17,Good,Double Pane,47,1956,0.0,484821.47
B0544,Atlanta Office 84,Office,Atlanta,GA,Mixed-Humid,2013,155985,15,502,4904719,2272085,592240.14,114361.87,564867.42,1569510,22,Good,Double Pane,52,2021,0.0,1842504.91
B0545,New York School 76,School,New York,NY,Cold-Humid,1970,20304,4,69,568729,425431,53855.5,13261.26,54689.11,181993,4,Poor,Double Pane,61,2006,0.0,225626.21
B0546,New York Mixed Use 46,Mixed Use,New York,NY,Cold-Humid,1964,284448,18,1130,9106745,4617883,994219.19,213410.25,872083.01,2914158,5,Good,Triple Pane,84,1964,0.0,1188409.83
B0547,Atlanta Lab 34,Lab,Atlanta,GA,Mixed-Humid,1937,135306,17,600,6347904,2687259,731396.46,107612.78,217218.8,2031329,6,Excellent,Triple Pane,100,2009,0.0,678254.18
B0548,Denver Retail 12,Retail,Denver,CO,Cold-Dry,1979,58883,8,224,1724863,922185,195613.16,38699.78,222122.37,551956,16,Poor,Double Pane,38,2024,0.0,981870.44
B0549,Los Angeles Lab 88,Lab,Los Angeles,CA,Marine-Mild,1966,76483,7,247,5071221,1887812,511873.52,118767.54,114614.02,1622790,1,Fair,Triple Pane,83,2022,0.0,362264.84
B0550,Seattle Retail 15,Retail,Seattle,WA,Marine-Mild,1986,52567,11,139,1634741,887429,168007.96,28287.34,112903.88,523117,13,Good,Triple Pane,73,2004,0.0,223047.12
B0551,Phoenix Residential 64,Residential,Phoenix,AZ,Hot-Dry,1989,40266,5,150,885227,627228,109421.24,14709.56,118682.95,283272,9,Poor,Double Pane,39,2021,0.0,355711.95
B0552,Seattle Residential 95,Residential,Seattle,WA,Marine-Mild,1981,11666,3,56,171795,234606,18710.35,3152.59,22300.98,52377,2,Good,Single Pane,48,2012,4.7,82107.75
B0553,Denver Residential 33,Residential,Denver,CO,Cold-Dry,2017,121381,10,702,1506402,1793192,179382.88,27030.62,442672.24,453491,17,Good,Single Pane,48,2019,5.9,1645147.15
B0554,Seattle Lab 65,Lab,Seattle,WA,Marine-Mild,1950,178076,20,1140,23224266,2578073,2372440.93,487974.43,418006.39,6974056,10,Good,Single Pane,43,1995,6.2,1575529.77
B0555,Chicago Lab 54,Lab,Chicago,IL,Cold-Humid,2004,131447,14,861,11161721,2409381,1192513.17,234827.33,329305.34,3571750,16,Good,Triple Pane,62,2012,0.0,1232107.09
B0556,Los Angeles Residential 30,Residential,Los Angeles,CA,Marine-Mild,1960,36204,5,153,756925,733648,75217.04,17002.62,46649.42,242216,15,Good,Single Pane,47,2024,0.0,294944.94
B0557,Atlanta Hospital 53,Hospital,Atlanta,GA,Mixed-Humid,1989,264099,14,1313,22878614,6523619,2653385.91,397226.75,980086.7,5460466,23,Poor,Double Pane,23,1989,25.4,3369487.39
B0558,Houston Government 95,Government,Houston,TX,Hot-Humid,1949,128798,17,342,3565114,2003872,360885.42,64631.93,167582.83,1140836,12,Fair,Double Pane,52,1998,0.0,681376.74
B0559,Denver Lab 72,Lab,Denver,CO,Cold-Dry,1971,28181,4,80,2182417,606419,254099.73,49639.99,83969.1,595532,18,Poor,Triple Pane,55,1971,14.7,430791.78
B0560,Seattle Hospital 47,Hospital,Seattle,WA,Marine-Mild,2003,128148,9,692,6794469,3263324,685887.83,126288.08,281409.26,2174230,22,Good,Double Pane,58,2003,0.0,1211320.87
B0561,New York Office 62,Office,New York,NY,Cold-Humid,1982,46548,7,140,1615528,733642,138227.22,29479.85,79139.52,516969,5,Good,Single Pane,61,2024,0.0,437489.89
B0562,Phoenix Lab 35,Lab,Phoenix,AZ,Hot-Dry,1949,87147,7,295,11676749,1982089,1406761.37,215449.63,190810.68,3158180,2,Fair,Single Pane,59,1949,15.5,655281.98
B0563,Atlanta Retail 40,Retail,Atlanta,GA,Mixed-Humid,1965,8329,2,54,178709,165070,16117.0,3408.54,19115.87,57187,5,Good,Double Pane,75,2013,0.0,43148.44
B0564,New York Retail 93,Retail,New York,NY,Cold-Humid,1956,41652,5,119,1330050,862275,127972.56,23140.86,77794.07,425616,3,Poor,Double Pane,64,2019,0.0,426524.74
B0565,Houston Retail 77,Retail,Houston,TX,Hot-Humid,1962,32378,8,123,595714,848726,52513.83,9563.58,119650.15,190628,8,Excellent,Double Pane,78,1962,0.0,165399.37
B0566,Los Angeles Hospital 88,Hospital,Los Angeles,CA,Marine-Mild,2005,456331,23,2357,27773619,7086226,3388762.16,633906.79,643923.31,8887558,15,Excellent,Single Pane,69,2005,0.0,3411703.91
B0567,Phoenix School 64,School,Phoenix,AZ,Hot-Dry,1986,112798,9,311,2690899,2718883,291030.55,43152.54,212503.98,780352,10,Good,Double Pane,59,1986,9.4,651788.74
B0568,Phoenix School 93,School,Phoenix,AZ,Hot-Dry,1972,51060,8,132,645402,876944,61552.57,15485.8,178694.22,206528,8,Good,Double Pane,54,2004,0.0,239054.38
B0569,Seattle Lab 42,Lab,Seattle,WA,Marine-Mild,1972,76842,12,278,8934884,1874933,1101702.18,166448.54,193550.99,2859162,15,Fair,Double Pane,53,1990,0.0,416874.31
B0570,Denver School 24,School,Denver,CO,Cold-Dry,2014,94430,13,472,1686287,2041194,180373.87,36579.47,224297.15,534699,3,Fair,Single Pane,52,2015,0.9,744034.44
B0571,Los Angeles Residential 77,Residential,Los Angeles,CA,Marine-Mild,1978,69345,8,178,1263220,846092,151132.6,23655.85,240030.66,404230,5,Good,Double Pane,77,2016,0.0,389492.1
B0572,Atlanta Retail 24,Retail,Atlanta,GA,Mixed-Humid,2008,30778,5,87,605174,832941,65370.41,10741.89,77075.42,183449,13,Poor,Triple Pane,55,2021,5.3,320444.84
B0573,Atlanta School 45,School,Atlanta,GA,Mixed-Humid,1976,84695,10,300,1728494,1239749,212176.77,27938.05,113698.54,553118,24,Good,Double Pane,40,2001,0.0,979501.96
B0574,Los Angeles Office 39,Office,Los Angeles,CA,Marine-Mild,1963,100831,13,268,2722337,1076349,333616.24,44256.45,192843.42,865794,6,Poor,Double Pane,49,1997,0.6,810592.05
B0575,New York Retail 45,Retail,New York,NY,Cold-Humid,1969,39378,7,133,1315142,986329,117250.02,29461.9,137916.01,420845,7,Good,Single Pane,60,1969,0.0,255065.87
B0576,Houston Government 66,Government,Houston,TX,Hot-Humid,1961,80199,10,271,2212201,1338800,213587.43,50272.73,227529.95,707904,2,Good,Triple Pane,89,1996,0.0,446186.47
B0577,New York School 60,School,New York,NY,Cold-Humid,1936,47068,6,299,610180,1222156,56338.51,13263.64,155962.29,162199,22,Fair,Double Pane,33,2016,16.9,395017.04
B0578,Denver Lab 46,Lab,Denver,CO,Cold-Dry,1997,124558,13,326,6357993,1541372,666390.08,101470.86,197524.32,2034557,7,Excellent,Triple Pane,100,2006,0.0,734766.5
B0579,Chicago School 26,School,Chicago,IL,Cold-Humid,1977,22327,5,76,563688,529022,48768.58,8550.62,38018.3,180380,10,Poor,Double Pane,43,1999,0.0,217354.07
B0580,Houston Office 72,Office,Houston,TX,Hot-Humid,1956,43890,6,163,969818,693549,99305.48,17230.93,145562.72,310133,11,Good,Double Pane,65,2015,0.1,179315.52
B0581,Houston Mixed Use 54,Mixed Use,Houston,TX,Hot-Humid,1967,269441,15,795,5709787,6654751,687899.65,118505.63,787212.25,1827132,14,Fair,Single Pane,48,2023,0.0,2494402.83
B0582,Atlanta Residential 51,Residential,Atlanta,GA,Mixed-Humid,1951,13102,5,63,202270,200846,21761.88,4335.41,38428.17,64726,24,Good,Triple Pane,61,1951,0.0,150416.49
B0583,New York Residential 26,Residential,New York,NY,Cold-Humid,1988,102364,13,307,2047957,2674298,221740.38,40440.25,313253.09,655346,15,Poor,Double Pane,33,2006,0.0,1154094.25
B0584,Denver Government 61,Government,Denver,CO,Cold-Dry,1951,189059,18,677,4382120,3375520,513480.71,97989.62,393858.64,1402278,14,Fair,Triple Pane,60,1997,0.0,818527.55
B0585,Seattle Government 27,Government,Seattle,WA,Marine-Mild,2010,51818,6,182,1914082,1143723,239730.59,29797.1,171858.42,612506,3,Poor,Single Pane,46,2019,0.0,770410.99
B0586,Phoenix Government 61,Government,Phoenix,AZ,Hot-Dry,1979,82525,9,458,1230531,2027132,151866.52,27199.3,116469.65,346949,13,Good,Triple Pane,68,2002,11.9,434027.47
B0587,Chicago Residential 53,Residential,Chicago,IL,Cold-Humid,2002,73617,9,191,736286,1687911,65283.61,12660.11,195599.46,235611,20,Good,Double Pane,46,2012,0.0,787605.9
B0588,New York Government 26,Government,New York,NY,Cold-Humid,1951,97151,14,366,2270849,1139309,229093.23,53628.05,301099.63,717301,12,Good,Double Pane,56,2010,1.3,469193.54
B0589,Denver Retail 71,Retail,Denver,CO,Cold-Dry,2010,50248,9,126,1598958,770223,192798.35,24043.77,121161.26,439787,21,Good,Triple Pane,57,2025,14.0,515657.9
B0590,Los Angeles Mixed Use 78,Mixed Use,Los Angeles,CA,Marine-Mild,1999,215239,16,847,9125178,5734618,1083184.46,164314.3,565606.08,2920057,3,Poor,Single Pane,44,1999,0.0,3221452.83
B0591,Phoenix Retail 43,Retail,Phoenix,AZ,Hot-Dry,2004,6479,3,27,277631,157279,29693.76,5219.31,15251.0,76721,3,Poor,Single Pane,48,2019,13.6,93078.74
B0592,Houston Office 75,Office,Houston,TX,Hot-Humid,1969,163196,17,430,3818824,2782671,415294.91,66757.53,524557.02,1222023,12,Poor,Double Pane,37,1969,0.0,1302577.2
B0593,Seattle Retail 16,Retail,Seattle,WA,Marine-Mild,1930,67830,7,184,1908131,1811294,194643.86,43559.43,254094.27,610602,8,Good,Single Pane,61,2023,0.0,505553.1
B0594,New York Government 18,Government,New York,NY,Cold-Humid,1936,56581,6,157,1542864,1013414,133517.6,33545.02,133786.76,493716,5,Good,Triple Pane,73,1992,0.0,283176.42
B0595,Phoenix Lab 36,Lab,Phoenix,AZ,Hot-Dry,1934,24825,4,111,1837724,521012,210765.31,43995.99,44754.45,515795,19,Poor,Double Pane,48,2017,12.3,363300.51
B0596,Atlanta Lab 55,Lab,Atlanta,GA,Mixed-Humid,2001,141119,10,544,14856499,3774949,1515220.31,267157.71,486148.2,4754079,3,Good,Double Pane,69,2015,0.0,695372.51
B0597,New York Government 32,Government,New York,NY,Cold-Humid,2007,92314,12,467,2287923,1863944,251008.77,45628.66,169462.61,566004,14,Good,Double Pane,56,2007,22.7,483075.35
B0598,New York Hospital 45,Hospital,New York,NY,Cold-Humid,1934,225015,17,947,13054854,5691564,1336554.16,309583.51,722414.75,4177553,3,Fair,Double Pane,68,1934,0.0,1218274.45
B0599,Denver Lab 81,Lab,Denver,CO,Cold-Dry,2000,179297,19,516,13007385,4985055,1458792.23,249372.43,342202.85,4162363,19,Good,Triple Pane,66,2009,0.0,1515815.96
B0600,Houston Hospital 19,Hospital,Houston,TX,Hot-Humid,2000,431011,26,1418,31003163,5522282,3851093.45,682337.58,1290678.53,9921012,3,Good,Single Pane,59,2015,0.0,4031894.01
B0601,New York Government 37,Government,New York,NY,Cold-Humid,1931,139577,11,823,3433096,3558570,396986.03,68595.34,299969.58,1098590,10,Good,Double Pane,57,1995,0.0,569263.0
B0602,Houston Mixed Use 64,Mixed Use,Houston,TX,Hot-Humid,1972,256130,21,1451,8491752,5801681,932308.09,166373.51,702437.77,1793039,7,Fair,Single Pane,47,2022,34.0,2121817.42
B0603,Phoenix Residential 40,Residential,Phoenix,AZ,Hot-Dry,1972,129281,9,339,1504295,2738704,159308.67,34234.0,198075.45,415937,24,Good,Triple Pane,62,1972,13.6,1318618.82
B0604,Chicago Lab 74,Lab,Chicago,IL,Cold-Humid,1972,32043,8,92,3301883,884046,292795.19,55831.97,119148.56,1056602,12,Good,Double Pane,68,1972,0.0,185735.92
B0605,Atlanta Office 25,Office,Atlanta,GA,Mixed-Humid,2005,195325,21,511,7338294,4682039,781330.98,162744.31,394130.66,2348254,3,Poor,Single Pane,46,2005,0.0,2474287.82
B0606,Atlanta Residential 83,Residential,Atlanta,GA,Mixed-Humid,1968,148633,11,443,2333278,1934784,278093.72,55174.25,208514.69,746649,11,Good,Double Pane,62,1968,0.0,836967.96
B0607,Los Angeles Office 11,Office,Los Angeles,CA,Marine-Mild,2017,174477,15,857,5554904,3220223,526435.89,127879.81,481182.55,1674594,11,Good,Double Pane,46,2019,5.8,1027398.63
B0608,Seattle Mixed Use 53,Mixed Use,Seattle,WA,Marine-Mild,1954,113104,13,409,2711185,1770058,305650.44,45927.19,191061.39,502314,24,Good,Double Pane,34,1996,42.1,1100141.33
B0609,Atlanta Government 81,Government,Atlanta,GA,Mixed-Humid,1999,178744,20,516,3064728,3397728,359540.56,50112.54,364870.44,980713,3,Good,Triple Pane,75,1999,0.0,951603.65
B0610,Los Angeles Hospital 50,Hospital,Los Angeles,CA,Marine-Mild,1934,108168,9,285,5765825,2022576,675691.64,111254.47,251210.81,1845064,22,Excellent,Double Pane,61,1998,0.0,1006599.61
B0611,Denver Office 72,Office,Denver,CO,Cold-Dry,2003,159998,17,984,3451934,4194447,335333.73,69616.74,395652.39,1104619,10,Excellent,Double Pane,79,2011,0.0,705792.61
B0612,Denver Office 81,Office,Denver,CO,Cold-Dry,1977,209516,12,536,5933331,2109174,563340.8,117739.86,598760.84,1898666,3,Fair,Double Pane,68,1977,0.0,1064563.05
B0613,Phoenix Government 28,Government,Phoenix,AZ,Hot-Dry,2015,28266,8,71,567487,780201,58023.1,9280.71,83822.73,181595,16,Excellent,Single Pane,72,2024,0.0,361397.63
B0614,Denver Office 97,Office,Denver,CO,Cold-Dry,1946,139050,10,838,4409400,2151133,419508.42,71275.44,222417.87,1411008,11,Fair,Double Pane,64,1990,0.0,599349.93
